coverage CP+LS,width CP+LS,coverage gaussian,width gaussian
1.0,0.4984115823332304,1.0,0.4984115823332304
1.0,0.45653268390542046,1.0,0.45653268390542046
1.0,0.4316279438585236,1.0,0.4316279438585236
1.0,0.3939833924012134,1.0,0.3939833924012134
1.0,0.6701855570430189,1.0,0.6701855570430189
1.0,0.6841797016313493,1.0,0.6841797016313493
1.0,0.38221668398929687,1.0,0.38221668398929687
1.0,0.883780330866447,1.0,0.883780330866447
1.0,0.4918884266727199,1.0,0.4918884266727199
1.0,0.5319308447657449,1.0,0.5319308447657449
1.0,0.37725143523125315,1.0,0.37725143523125315
1.0,1.0,1.0,1.0
1.0,0.40446647327011126,1.0,0.40446647327011126
1.0,0.8145117519793172,1.0,0.8145117519793172
1.0,0.6123029166679312,1.0,0.6123029166679312
1.0,0.7465500987036522,1.0,0.7465500987036522
1.0,0.7289553850985486,1.0,0.7289553850985486
1.0,0.45974427658613115,1.0,0.45974427658613115
1.0,0.4310205562029409,1.0,0.4310205562029409
1.0,0.4007523255614416,1.0,0.4007523255614416
1.0,0.6615200255180644,1.0,0.6615200255180644
1.0,0.6129909276580829,1.0,0.6129909276580829
1.0,0.6883208141961861,1.0,0.6883208141961861
0.0,0.6348394627168912,0.0,0.6348394627168912
1.0,0.5309859038963747,1.0,0.5309859038963747
1.0,0.5507256081247344,1.0,0.5507256081247344
1.0,0.6387732320506903,1.0,0.6387732320506903
1.0,1.0,1.0,1.0
0.0,0.5605951856822213,0.0,0.5605951856822213
1.0,0.34894011725309015,1.0,0.34894011725309015
1.0,0.5761881703342429,1.0,0.5761881703342429
1.0,0.5755411023760244,1.0,0.5755411023760244
0.0,0.451233565243297,0.0,0.451233565243297
1.0,0.41920101689518907,1.0,0.41920101689518907
1.0,0.2821139944887199,1.0,0.2821139944887199
1.0,0.7517407716768065,1.0,0.7517407716768065
1.0,0.3151411712804246,1.0,0.3151411712804246
1.0,0.47250792776103556,1.0,0.47250792776103556
1.0,0.5377292653057906,1.0,0.5377292653057906
1.0,0.6240610326883071,1.0,0.6240610326883071
1.0,0.9158639646214967,1.0,0.9158639646214967
1.0,0.7055355917616457,1.0,0.7055355917616457
1.0,1.0,1.0,1.0
1.0,0.5835238428831322,1.0,0.5835238428831322
1.0,0.33960723800751413,1.0,0.33960723800751413
0.0,0.5259185909703263,0.0,0.5259185909703263
1.0,0.7351375620529101,1.0,0.7351375620529101
1.0,0.5956740474366913,1.0,0.5956740474366913
1.0,0.28204890189017473,1.0,0.28204890189017473
1.0,0.36661833465286714,1.0,0.36661833465286714
1.0,0.6831566446276145,1.0,0.6831566446276145
1.0,0.7186416852235934,1.0,0.7186416852235934
1.0,0.38184980070848257,1.0,0.38184980070848257
0.0,0.48219225734932397,0.0,0.48219225734932397
0.0,0.5898171328442865,0.0,0.5898171328442865
1.0,0.7303034992180776,1.0,0.7303034992180776
1.0,0.45250538305025023,1.0,0.45250538305025023
1.0,0.48506991751751954,1.0,0.48506991751751954
0.0,0.5667189247770532,0.0,0.5667189247770532
1.0,0.43180048629016726,1.0,0.43180048629016726
1.0,0.6646835578778256,1.0,0.6646835578778256
0.0,0.5938242600090842,0.0,0.5938242600090842
1.0,0.6128703781824452,1.0,0.6128703781824452
1.0,0.36307613335900024,1.0,0.36307613335900024
1.0,0.8342643174791577,1.0,0.8342643174791577
1.0,0.4525178665866233,1.0,0.4525178665866233
1.0,0.38639630749589327,1.0,0.38639630749589327
1.0,0.5457239319468112,1.0,0.5457239319468112
0.0,0.4607672792538706,0.0,0.4607672792538706
1.0,0.699141867247121,1.0,0.699141867247121
1.0,0.9818004990665516,1.0,0.9818004990665516
1.0,0.6393922793372886,1.0,0.6393922793372886
1.0,0.5869332992508067,1.0,0.5869332992508067
1.0,0.4847781890233174,1.0,0.4847781890233174
1.0,0.4388280633943036,1.0,0.4388280633943036
1.0,0.3971369222954866,1.0,0.3971369222954866
1.0,0.5491926002226903,1.0,0.5491926002226903
1.0,0.620138465585498,1.0,0.620138465585498
1.0,0.6572922637100358,1.0,0.6572922637100358
1.0,0.42282110822952823,1.0,0.42282110822952823
1.0,0.3994130490230079,1.0,0.3994130490230079
1.0,0.3622966530194017,1.0,0.3622966530194017
0.0,0.5679383432029295,0.0,0.5679383432029295
1.0,0.40136236313860707,1.0,0.40136236313860707
1.0,0.3428327982307867,1.0,0.3428327982307867
1.0,0.35458094228184134,1.0,0.35458094228184134
1.0,0.40065985322108566,1.0,0.40065985322108566
1.0,0.554868808603431,1.0,0.554868808603431
1.0,0.6586396763899671,1.0,0.6586396763899671
1.0,0.9326602795377488,1.0,0.9326602795377488
1.0,0.43054326737319437,1.0,0.43054326737319437
1.0,0.728694496558673,1.0,0.728694496558673
0.0,0.5607246725802963,0.0,0.5607246725802963
1.0,0.4570635366702951,1.0,0.4570635366702951
1.0,1.0,1.0,1.0
1.0,0.5525209336353887,1.0,0.5525209336353887
0.0,0.4009216203584851,0.0,0.4009216203584851
1.0,0.34265939108854604,1.0,0.34265939108854604
1.0,0.7252415937427177,1.0,0.7252415937427177
1.0,0.6505923775438618,1.0,0.6505923775438618
0.0,0.3872590257736751,0.0,0.3872590257736751
1.0,1.0,1.0,1.0
1.0,0.6624074850650734,1.0,0.6624074850650734
0.0,0.5835291819852826,0.0,0.5835291819852826
1.0,0.7291074275529335,1.0,0.7291074275529335
1.0,0.7316302200841894,1.0,0.7316302200841894
1.0,0.5948114165386817,1.0,0.5948114165386817
1.0,0.6611287420484862,1.0,0.6611287420484862
1.0,1.0,1.0,1.0
1.0,0.6079675224045115,1.0,0.6079675224045115
1.0,0.3153599150286144,1.0,0.3153599150286144
1.0,0.3411672861288202,1.0,0.3411672861288202
0.0,0.32228079856351444,0.0,0.32228079856351444
1.0,0.35009393685222034,1.0,0.35009393685222034
1.0,0.62028172466618,1.0,0.62028172466618
1.0,0.46408464521513465,1.0,0.46408464521513465
1.0,0.5114041993403058,1.0,0.5114041993403058
0.0,0.5375408326324882,0.0,0.5375408326324882
1.0,0.45632382699073193,1.0,0.45632382699073193
1.0,0.9538774483717161,1.0,0.9538774483717161
1.0,0.8201231096577878,1.0,0.8201231096577878
1.0,0.5927547624129672,1.0,0.5927547624129672
1.0,0.6615383287173062,1.0,0.6615383287173062
1.0,0.40140305288415556,1.0,0.40140305288415556
1.0,0.5145943839037596,1.0,0.5145943839037596
1.0,0.49203393140843366,1.0,0.49203393140843366
0.0,0.5111659249673002,0.0,0.5111659249673002
1.0,0.6616084353300513,1.0,0.6616084353300513
1.0,0.47189117188596885,1.0,0.47189117188596885
1.0,0.5796902196419274,1.0,0.5796902196419274
1.0,0.6772935012929326,1.0,0.6772935012929326
1.0,0.8371978316511467,1.0,0.8371978316511467
1.0,0.7307190423641134,1.0,0.7307190423641134
1.0,0.6651609582244031,1.0,0.6651609582244031
1.0,0.5502055662224568,1.0,0.5502055662224568
1.0,0.7732152257179056,1.0,0.7732152257179056
1.0,0.5238582949606212,1.0,0.5238582949606212
1.0,0.8345982002523608,1.0,0.8345982002523608
0.0,0.21596997248130412,0.0,0.21596997248130412
1.0,0.8198991670161999,1.0,0.8198991670161999
1.0,0.5569451099096698,1.0,0.5569451099096698
1.0,0.5673263293741007,1.0,0.5673263293741007
1.0,0.867659804666357,1.0,0.867659804666357
1.0,0.9509091369895282,1.0,0.9509091369895282
1.0,0.6504500216614284,1.0,0.6504500216614284
0.0,0.9327942601656216,0.0,0.9327942601656216
1.0,0.5178304947560939,1.0,0.5178304947560939
1.0,0.2825172969223366,1.0,0.2825172969223366
0.0,0.49740311427352446,0.0,0.49740311427352446
0.0,0.3810101450062171,0.0,0.3810101450062171
1.0,0.8181889776460003,1.0,0.8181889776460003
1.0,0.5679263146800086,1.0,0.5679263146800086
1.0,0.6121941879922674,1.0,0.6121941879922674
1.0,0.5309029957415375,1.0,0.5309029957415375
1.0,0.6327996431775333,1.0,0.6327996431775333
1.0,0.3154163339940863,1.0,0.3154163339940863
1.0,0.7675312195604975,1.0,0.7675312195604975
1.0,0.7235752848490298,1.0,0.7235752848490298
0.0,0.6746328763806071,0.0,0.6746328763806071
1.0,0.4652193064026826,1.0,0.4652193064026826
1.0,0.7136110915850797,1.0,0.7136110915850797
1.0,0.5410475447169583,1.0,0.5410475447169583
1.0,0.3623253857697506,1.0,0.3623253857697506
1.0,0.9547657229972195,1.0,0.9547657229972195
0.0,0.35757454079573386,0.0,0.35757454079573386
1.0,0.4535378237060226,1.0,0.4535378237060226
1.0,0.4110534984501238,1.0,0.4110534984501238
1.0,0.7560429749636982,1.0,0.7560429749636982
1.0,0.616544328315616,1.0,0.616544328315616
1.0,0.5409957431440888,1.0,0.5409957431440888
1.0,0.39923152048451793,1.0,0.39923152048451793
1.0,0.43427455183107233,1.0,0.43427455183107233
1.0,1.0,1.0,1.0
0.0,0.5580634586060216,0.0,0.5580634586060216
1.0,0.6099566358927737,1.0,0.6099566358927737
0.0,0.5059345867010139,0.0,0.5059345867010139
1.0,0.33983429560980216,1.0,0.33983429560980216
1.0,0.41065902662962045,1.0,0.41065902662962045
1.0,0.3375944674889708,1.0,0.3375944674889708
1.0,0.732085456023766,1.0,0.732085456023766
1.0,0.8150744461606054,1.0,0.8150744461606054
1.0,0.4061127664161733,1.0,0.4061127664161733
1.0,0.624687910744196,1.0,0.624687910744196
1.0,0.3115200376879309,1.0,0.3115200376879309
0.0,0.4862385435913917,0.0,0.4862385435913917
1.0,0.6174708325327024,1.0,0.6174708325327024
1.0,0.6104599304301281,1.0,0.6104599304301281
1.0,0.5367729774717042,1.0,0.5367729774717042
0.0,0.3992737800462698,0.0,0.3992737800462698
1.0,0.47554250921394015,1.0,0.47554250921394015
1.0,0.2950596539801118,1.0,0.2950596539801118
1.0,0.5541582947062309,1.0,0.5541582947062309
1.0,0.4060237790062761,1.0,0.4060237790062761
1.0,0.6084272239325945,1.0,0.6084272239325945
1.0,0.4795077724515511,1.0,0.4795077724515511
0.0,0.42604071810644384,0.0,0.42604071810644384
1.0,0.4324864183787238,1.0,0.4324864183787238
1.0,0.40575027198176894,1.0,0.40575027198176894
1.0,0.6401590817868799,1.0,0.6401590817868799
1.0,0.3578211332753788,1.0,0.3578211332753788
1.0,0.6717400690362543,1.0,0.6717400690362543
1.0,0.7181524581470486,1.0,0.7181524581470486
1.0,0.4015840647192358,1.0,0.4015840647192358
0.0,0.3621577708455801,0.0,0.3621577708455801
0.0,0.4794358995097639,0.0,0.4794358995097639
1.0,0.391756089888884,1.0,0.391756089888884
1.0,0.3773393567769294,1.0,0.3773393567769294
1.0,0.38680235828258697,1.0,0.38680235828258697
1.0,0.6069478670388873,1.0,0.6069478670388873
1.0,0.387708418564201,1.0,0.387708418564201
1.0,0.5775762073581021,1.0,0.5775762073581021
1.0,0.6780904727771699,1.0,0.6780904727771699
1.0,0.6682675477217022,1.0,0.6682675477217022
1.0,0.7171752626292762,1.0,0.7171752626292762
1.0,0.6211326855559611,1.0,0.6211326855559611
1.0,0.4291865404693248,1.0,0.4291865404693248
1.0,0.5542334133058601,1.0,0.5542334133058601
1.0,0.7231250412968732,1.0,0.7231250412968732
1.0,0.3453987945453522,1.0,0.3453987945453522
1.0,0.803936526198921,1.0,0.803936526198921
1.0,0.7623074552332645,1.0,0.7623074552332645
1.0,1.0,1.0,1.0
1.0,0.45371698732081045,1.0,0.45371698732081045
1.0,0.7830192481393161,1.0,0.7830192481393161
1.0,0.6117752717595206,1.0,0.6117752717595206
1.0,0.48433210866523213,1.0,0.48433210866523213
1.0,0.669538373699615,1.0,0.669538373699615
1.0,0.5358454578185511,1.0,0.5358454578185511
1.0,0.4298822629414357,1.0,0.4298822629414357
1.0,0.6621416656732395,1.0,0.6621416656732395
1.0,0.360517784442848,1.0,0.360517784442848
1.0,0.8733258834287265,1.0,0.8733258834287265
1.0,0.7859602688601015,1.0,0.7859602688601015
1.0,0.7580605823008173,1.0,0.7580605823008173
1.0,0.7864809751521329,1.0,0.7864809751521329
1.0,0.337365948219634,1.0,0.337365948219634
1.0,0.47978804539654546,1.0,0.47978804539654546
1.0,0.47965844665301627,1.0,0.47965844665301627
1.0,0.6706811489367368,1.0,0.6706811489367368
1.0,0.5987685673189016,1.0,0.5987685673189016
1.0,0.4324088585610806,1.0,0.4324088585610806
1.0,0.6372331016290818,1.0,0.6372331016290818
1.0,0.43171122738638384,1.0,0.43171122738638384
1.0,0.4169470286732758,1.0,0.4169470286732758
1.0,0.5905193161794342,1.0,0.5905193161794342
1.0,0.699431200070963,1.0,0.699431200070963
0.0,0.2696622778047694,0.0,0.2696622778047694
1.0,0.6833863157744524,1.0,0.6833863157744524
1.0,0.6510367873538607,1.0,0.6510367873538607
1.0,0.4372217650333404,1.0,0.4372217650333404
1.0,0.5566370389557957,1.0,0.5566370389557957
1.0,0.38792412856756653,1.0,0.38792412856756653
1.0,0.7912988651630715,1.0,0.7912988651630715
1.0,0.742626228712741,1.0,0.742626228712741
0.0,0.5212616230045517,0.0,0.5212616230045517
1.0,0.6991528812253298,1.0,0.6991528812253298
1.0,0.6483524313197885,1.0,0.6483524313197885
1.0,0.3626829807401455,1.0,0.3626829807401455
0.0,0.741876724942332,0.0,0.741876724942332
1.0,0.4534104927240208,1.0,0.4534104927240208
1.0,0.5870723185970554,1.0,0.5870723185970554
1.0,0.6083983365878048,1.0,0.6083983365878048
0.0,0.47201994752354137,0.0,0.47201994752354137
1.0,0.5759032847065112,1.0,0.5759032847065112
1.0,0.5628525447612998,1.0,0.5628525447612998
1.0,0.6259981044537841,1.0,0.6259981044537841
0.0,0.5543012520216732,0.0,0.5543012520216732
1.0,0.762526320478125,1.0,0.762526320478125
1.0,0.3608125872365918,1.0,0.3608125872365918
1.0,0.7856695625413967,1.0,0.7856695625413967
1.0,0.6544891687251223,1.0,0.6544891687251223
1.0,0.410458755558219,1.0,0.410458755558219
1.0,0.5597796966236476,1.0,0.5597796966236476
1.0,1.0,1.0,1.0
0.0,0.5060718227773042,0.0,0.5060718227773042
1.0,0.43382814613046483,1.0,0.43382814613046483
1.0,0.7406889752027861,1.0,0.7406889752027861
1.0,0.3032105598821816,1.0,0.3032105598821816
1.0,0.43403224667783435,1.0,0.43403224667783435
1.0,0.7192140912804318,1.0,0.7192140912804318
1.0,0.3158136069909031,1.0,0.3158136069909031
0.0,0.8310646312577106,0.0,0.8310646312577106
1.0,0.32249640739315644,1.0,0.32249640739315644
1.0,0.485092999876845,1.0,0.485092999876845
1.0,0.319963065861009,1.0,0.319963065861009
1.0,0.3936895107862124,1.0,0.3936895107862124
1.0,0.5422183437026029,1.0,0.5422183437026029
1.0,0.7082802499251397,1.0,0.7082802499251397
1.0,0.8754178140004188,1.0,0.8754178140004188
1.0,0.7292289961750642,1.0,0.7292289961750642
1.0,0.7274487348388416,1.0,0.7274487348388416
1.0,0.3871003201136456,1.0,0.3871003201136456
1.0,0.43477154689230757,1.0,0.43477154689230757
0.0,0.26887627733116004,0.0,0.26887627733116004
1.0,0.4794062960054756,1.0,0.4794062960054756
1.0,0.3625445811781459,1.0,0.3625445811781459
1.0,0.651082814082105,1.0,0.651082814082105
1.0,0.6036630790126561,1.0,0.6036630790126561
1.0,0.4419571170216883,1.0,0.4419571170216883
1.0,0.5542097133406696,1.0,0.5542097133406696
0.0,0.32264365670733963,0.0,0.32264365670733963
1.0,0.7876886766288698,1.0,0.7876886766288698
1.0,0.8569638967321375,1.0,0.8569638967321375
1.0,0.4383366748225067,1.0,0.4383366748225067
1.0,0.9033945009553289,1.0,0.9033945009553289
1.0,0.5624362265240044,1.0,0.5624362265240044
1.0,0.5672531864441641,1.0,0.5672531864441641
1.0,0.31219431281082144,1.0,0.31219431281082144
1.0,0.36257996134983206,1.0,0.36257996134983206
1.0,0.6628500142763898,1.0,0.6628500142763898
1.0,1.0,1.0,1.0
1.0,0.5362756274686972,1.0,0.5362756274686972
1.0,0.7470225150440766,1.0,0.7470225150440766
1.0,0.5423240554381454,1.0,0.5423240554381454
1.0,0.3629608131415396,1.0,0.3629608131415396
1.0,0.6707749350627362,1.0,0.6707749350627362
0.0,0.6030969751999331,0.0,0.6030969751999331
1.0,0.3966613191636265,1.0,0.3966613191636265
1.0,0.7294804784037572,1.0,0.7294804784037572
1.0,0.9908268070493418,1.0,0.9908268070493418
1.0,0.791853147091079,1.0,0.791853147091079
1.0,0.6661474902773441,1.0,0.6661474902773441
1.0,0.40479937675746497,1.0,0.40479937675746497
1.0,0.6205203357271396,1.0,0.6205203357271396
1.0,0.5898155408796757,1.0,0.5898155408796757
1.0,0.33657345832590013,1.0,0.33657345832590013
1.0,0.46429416368656795,1.0,0.46429416368656795
1.0,0.7918377062831412,1.0,0.7918377062831412
1.0,0.4381705721094933,1.0,0.4381705721094933
1.0,0.3967860800403784,1.0,0.3967860800403784
1.0,0.6509671741284331,1.0,0.6509671741284331
1.0,0.7790601469159775,1.0,0.7790601469159775
1.0,0.6835849493605337,1.0,0.6835849493605337
1.0,0.8048723229527446,1.0,0.8048723229527446
1.0,0.28211945499274593,1.0,0.28211945499274593
1.0,0.6203865497741252,1.0,0.6203865497741252
1.0,0.6957575332529866,1.0,0.6957575332529866
1.0,0.522855911456368,1.0,0.522855911456368
1.0,0.6288695961871538,1.0,0.6288695961871538
1.0,0.46491973561441746,1.0,0.46491973561441746
1.0,0.363158394277153,1.0,0.363158394277153
1.0,0.4123993188765198,1.0,0.4123993188765198
0.0,0.40670575908058854,0.0,0.40670575908058854
1.0,0.39660443131790496,1.0,0.39660443131790496
1.0,0.39175259112618965,1.0,0.39175259112618965
1.0,0.46442582836339896,1.0,0.46442582836339896
1.0,0.729689566132689,1.0,0.729689566132689
1.0,0.4600073862053623,1.0,0.4600073862053623
1.0,0.9660426278006264,1.0,0.9660426278006264
1.0,0.6203764821831146,1.0,0.6203764821831146
1.0,0.7820166700033309,1.0,0.7820166700033309
1.0,0.3917592520883565,1.0,0.3917592520883565
1.0,0.6507347365939453,1.0,0.6507347365939453
1.0,0.5191921647382893,1.0,0.5191921647382893
1.0,0.4338611921457789,1.0,0.4338611921457789
1.0,0.36704070689232726,1.0,0.36704070689232726
1.0,0.5699360353912826,1.0,0.5699360353912826
1.0,0.48558254517410565,1.0,0.48558254517410565
1.0,0.723596937221509,1.0,0.723596937221509
1.0,0.4916214133411062,1.0,0.4916214133411062
1.0,0.6075250060774091,1.0,0.6075250060774091
1.0,0.5840144815952575,1.0,0.5840144815952575
0.0,0.3395795276970196,0.0,0.3395795276970196
1.0,0.6504717174831836,1.0,0.6504717174831836
1.0,0.6750560611668117,1.0,0.6750560611668117
0.0,0.6485339843726792,0.0,0.6485339843726792
1.0,0.4582645448749737,1.0,0.4582645448749737
1.0,0.4977970226505781,1.0,0.4977970226505781
1.0,0.6223367030311632,1.0,0.6223367030311632
1.0,0.5539933852615396,1.0,0.5539933852615396
1.0,0.35738200996501757,1.0,0.35738200996501757
1.0,0.29499714086090234,1.0,0.29499714086090234
1.0,0.6167886918550818,1.0,0.6167886918550818
1.0,0.7569845052080604,1.0,0.7569845052080604
1.0,0.4126862282113711,1.0,0.4126862282113711
1.0,0.2847522886038226,1.0,0.2847522886038226
1.0,0.5270902390735732,1.0,0.5270902390735732
1.0,0.38745499314038057,1.0,0.38745499314038057
1.0,0.6559672343075975,1.0,0.6559672343075975
0.0,0.39873348247916063,0.0,0.39873348247916063
0.0,0.4320530981526903,0.0,0.4320530981526903
1.0,0.35700610762158447,1.0,0.35700610762158447
1.0,0.5528534266807741,1.0,0.5528534266807741
1.0,0.5304202977166573,1.0,0.5304202977166573
1.0,0.5538573756137126,1.0,0.5538573756137126
1.0,0.5504043234134317,1.0,0.5504043234134317
1.0,0.8038906588191024,1.0,0.8038906588191024
1.0,0.33751038151325874,1.0,0.33751038151325874
1.0,0.3278487558587101,1.0,0.3278487558587101
1.0,0.4065275735124488,1.0,0.4065275735124488
1.0,0.4611920395722695,1.0,0.4611920395722695
1.0,0.5147227479300778,1.0,0.5147227479300778
1.0,0.43752906101466404,1.0,0.43752906101466404
1.0,0.6496240428649973,1.0,0.6496240428649973
1.0,0.405820197123046,1.0,0.405820197123046
1.0,0.5247533354467169,1.0,0.5247533354467169
0.0,0.4633540932690292,0.0,0.4633540932690292
1.0,0.5515250343244524,1.0,0.5515250343244524
1.0,0.5209379588857885,1.0,0.5209379588857885
1.0,0.4976568400253365,1.0,0.4976568400253365
0.0,0.8344762062192556,0.0,0.8344762062192556
1.0,0.7202204017995062,1.0,0.7202204017995062
1.0,0.4102332121696138,1.0,0.4102332121696138
1.0,0.3313206353001672,1.0,0.3313206353001672
1.0,0.41001624041356394,1.0,0.41001624041356394
1.0,0.2948117566197342,1.0,0.2948117566197342
1.0,0.3921099275530881,1.0,0.3921099275530881
1.0,0.5551298557067021,1.0,0.5551298557067021
0.0,0.41433410633603535,0.0,0.41433410633603535
1.0,0.3706378900756263,1.0,0.3706378900756263
1.0,0.791854305244976,1.0,0.791854305244976
1.0,0.5553746613976085,1.0,0.5553746613976085
1.0,0.7197559641713767,1.0,0.7197559641713767
1.0,0.35649652273047205,1.0,0.35649652273047205
1.0,0.518291923491069,1.0,0.518291923491069
1.0,0.9150073661722902,1.0,0.9150073661722902
1.0,0.6368487631916926,1.0,0.6368487631916926
1.0,0.3633226269548824,1.0,0.3633226269548824
1.0,0.4043575857498706,1.0,0.4043575857498706
1.0,0.6085717718735952,1.0,0.6085717718735952
1.0,0.3769907538190387,1.0,0.3769907538190387
1.0,0.5736345916751122,1.0,0.5736345916751122
1.0,0.8957769015950103,1.0,0.8957769015950103
1.0,0.48523104575633985,1.0,0.48523104575633985
1.0,0.29535458276306237,1.0,0.29535458276306237
1.0,0.34430015734624025,1.0,0.34430015734624025
1.0,0.34161333805497307,1.0,0.34161333805497307
1.0,0.28756121836592774,1.0,0.28756121836592774
1.0,0.4576836389471269,1.0,0.4576836389471269
1.0,1.0,1.0,1.0
1.0,0.7178852057973919,1.0,0.7178852057973919
1.0,0.5503183550339289,1.0,0.5503183550339289
1.0,0.8027028454091572,1.0,0.8027028454091572
1.0,0.341556070057658,1.0,0.341556070057658
1.0,0.35407602473244776,1.0,0.35407602473244776
1.0,0.40421986725491404,1.0,0.40421986725491404
1.0,0.49092809583118835,1.0,0.49092809583118835
1.0,0.7476740484788948,1.0,0.7476740484788948
1.0,0.4066032442824211,1.0,0.4066032442824211
1.0,0.4942010774613683,1.0,0.4942010774613683
1.0,0.3596135523905182,1.0,0.3596135523905182
1.0,0.6992323425218174,1.0,0.6992323425218174
1.0,1.0,1.0,1.0
1.0,0.4524465509137803,1.0,0.4524465509137803
1.0,0.8451962298496547,1.0,0.8451962298496547
1.0,0.4609562158467517,1.0,0.4609562158467517
1.0,0.5526150747377957,1.0,0.5526150747377957
1.0,0.7918686838724918,1.0,0.7918686838724918
1.0,0.5872394330934205,1.0,0.5872394330934205
1.0,0.36308288064480765,1.0,0.36308288064480765
1.0,0.3039139078669042,1.0,0.3039139078669042
0.0,0.35963692127793456,0.0,0.35963692127793456
1.0,0.38633707885432306,1.0,0.38633707885432306
1.0,0.7678689583239764,1.0,0.7678689583239764
1.0,1.0,1.0,1.0
1.0,0.47314406129995223,1.0,0.47314406129995223
1.0,0.5502692011062602,1.0,0.5502692011062602
1.0,0.33801759474669923,1.0,0.33801759474669923
1.0,0.5426627710499301,1.0,0.5426627710499301
1.0,0.5690857622251997,1.0,0.5690857622251997
1.0,0.7420438928817279,1.0,0.7420438928817279
1.0,1.0,1.0,1.0
1.0,0.7286633114064127,1.0,0.7286633114064127
1.0,0.3863397600705887,1.0,0.3863397600705887
0.0,0.6041660830159827,0.0,0.6041660830159827
1.0,0.48662370417764733,1.0,0.48662370417764733
1.0,0.6703325538500631,1.0,0.6703325538500631
1.0,0.3628939977882454,1.0,0.3628939977882454
1.0,0.24353111753860363,1.0,0.24353111753860363
1.0,0.4612373183974086,1.0,0.4612373183974086
0.0,0.24869116472686895,0.0,0.24869116472686895
1.0,0.5452048899050987,1.0,0.5452048899050987
1.0,0.8955907083937262,1.0,0.8955907083937262
1.0,0.52157654722506,1.0,0.52157654722506
1.0,0.41422951409265346,1.0,0.41422951409265346
1.0,0.32163743465265904,1.0,0.32163743465265904
1.0,0.3453026350501397,1.0,0.3453026350501397
1.0,0.5635893584744829,1.0,0.5635893584744829
1.0,0.656047868571217,1.0,0.656047868571217
1.0,0.5305687218225057,1.0,0.5305687218225057
0.0,0.661899749238682,0.0,0.661899749238682
1.0,0.4292101896565357,1.0,0.4292101896565357
1.0,0.400997739206352,1.0,0.400997739206352
0.0,0.4063508125928179,0.0,0.4063508125928179
1.0,0.8835881881970047,1.0,0.8835881881970047
1.0,0.4176056257628096,1.0,0.4176056257628096
1.0,0.37106690113659646,1.0,0.37106690113659646
1.0,0.48671096945660275,1.0,0.48671096945660275
1.0,0.817650068783602,1.0,0.817650068783602
1.0,0.33920736363408954,1.0,0.33920736363408954
1.0,0.8054598162475712,1.0,0.8054598162475712
1.0,0.6774715375424165,1.0,0.6774715375424165
1.0,0.3631261444101287,1.0,0.3631261444101287
0.0,0.8990554582258432,0.0,0.8990554582258432
1.0,0.3392447308440957,1.0,0.3392447308440957
1.0,0.37588545476968105,1.0,0.37588545476968105
0.0,0.5200233997587098,0.0,0.5200233997587098
1.0,0.5879244446129983,1.0,0.5879244446129983
1.0,1.0,1.0,1.0
0.0,0.5090541046725929,0.0,0.5090541046725929
1.0,0.6075840668697663,1.0,0.6075840668697663
1.0,0.6075840668697663,1.0,0.6075840668697663
1.0,1.0,1.0,1.0
1.0,0.6750302613003156,1.0,0.6750302613003156
1.0,0.2389821295296935,1.0,0.2389821295296935
1.0,0.3712048185968897,1.0,0.3712048185968897
1.0,0.545449364277284,1.0,0.545449364277284
1.0,0.5228059100058313,1.0,0.5228059100058313
1.0,0.36356794277752597,1.0,0.36356794277752597
1.0,0.7240773965986578,1.0,0.7240773965986578
1.0,0.4061857951862001,1.0,0.4061857951862001
1.0,0.45271541082452205,1.0,0.45271541082452205
1.0,0.6614993677918497,1.0,0.6614993677918497
1.0,0.9621154186772043,1.0,0.9621154186772043
1.0,0.6538333823457297,1.0,0.6538333823457297
0.0,0.7275289268918179,0.0,0.7275289268918179
1.0,0.5749912055020379,1.0,0.5749912055020379
1.0,0.6255787900193428,1.0,0.6255787900193428
1.0,0.5387739432853822,1.0,0.5387739432853822
0.0,0.48071172052159467,0.0,0.48071172052159467
1.0,0.35729211654064896,1.0,0.35729211654064896
1.0,0.7252928195154731,1.0,0.7252928195154731
1.0,0.3384993217235056,1.0,0.3384993217235056
0.0,0.2819850537394456,0.0,0.2819850537394456
1.0,0.39856865735576275,1.0,0.39856865735576275
1.0,0.5906925981120017,1.0,0.5906925981120017
0.0,0.402945279876469,0.0,0.402945279876469
1.0,0.819117215412809,1.0,0.819117215412809
1.0,0.8302869979169207,1.0,0.8302869979169207
1.0,0.510986241881537,1.0,0.510986241881537
1.0,0.762895521644525,1.0,0.762895521644525
1.0,0.3638789243578918,1.0,0.3638789243578918
1.0,0.41097885532964457,1.0,0.41097885532964457
1.0,0.34494824758761955,1.0,0.34494824758761955
1.0,0.6828575069415739,1.0,0.6828575069415739
1.0,0.36388276260975605,1.0,0.36388276260975605
1.0,0.46174471187357297,1.0,0.46174471187357297
1.0,0.714950233648755,1.0,0.714950233648755
1.0,0.43100148071535604,1.0,0.43100148071535604
1.0,0.5819674108194699,1.0,0.5819674108194699
1.0,0.6560362098750738,1.0,0.6560362098750738
1.0,0.36355528561483835,1.0,0.36355528561483835
1.0,0.4916401896374778,1.0,0.4916401896374778
1.0,0.3986508751823922,1.0,0.3986508751823922
1.0,0.3868527531468518,1.0,0.3868527531468518
0.0,0.3389360686019317,0.0,0.3389360686019317
