coverage CP+LS,width CP+LS,coverage gaussian,width gaussian
1.0,0.23620432747566564,1.0,0.23620432747566564
1.0,0.7053978180938232,1.0,0.7053978180938232
0.0,0.735697026124764,0.0,0.735697026124764
1.0,1.0,1.0,1.0
1.0,0.7815023531607208,1.0,0.7815023531607208
1.0,0.7561787398144654,1.0,0.7561787398144654
1.0,0.35180687918432374,1.0,0.35180687918432374
1.0,0.7327167937079015,1.0,0.7327167937079015
1.0,0.3323272383395274,1.0,0.3323272383395274
1.0,0.43760529981363616,1.0,0.43760529981363616
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.3706871906517013,1.0,0.3706871906517013
1.0,0.8028751721295522,1.0,0.8028751721295522
1.0,0.636442025021575,1.0,0.636442025021575
0.0,0.49817500386783,0.0,0.49817500386783
1.0,0.5892293644816364,1.0,0.5892293644816364
1.0,0.8987352966006226,1.0,0.8987352966006226
1.0,1.0,1.0,1.0
1.0,0.40446221146821904,1.0,0.40446221146821904
1.0,0.5442175360232756,1.0,0.5442175360232756
1.0,0.732706423506577,1.0,0.732706423506577
1.0,0.42733763123439494,1.0,0.42733763123439494
0.0,0.4490077042616756,0.0,0.4490077042616756
1.0,1.0,1.0,1.0
1.0,0.9573145658227268,1.0,0.9573145658227268
0.0,0.5319603251251735,0.0,0.5319603251251735
1.0,1.0,1.0,1.0
1.0,0.37389462795301887,1.0,0.37389462795301887
1.0,0.6825258243225947,1.0,0.6825258243225947
1.0,0.37327674907999653,1.0,0.37327674907999653
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.46698422521190625,1.0,0.46698422521190625
1.0,1.0,1.0,1.0
1.0,0.41504580419427484,1.0,0.41504580419427484
1.0,0.3863025346086077,1.0,0.3863025346086077
1.0,0.3737154992311936,1.0,0.3737154992311936
1.0,0.9845249693886847,1.0,0.9845249693886847
1.0,0.38520532994679746,1.0,0.38520532994679746
1.0,0.704687564189912,1.0,0.704687564189912
1.0,1.0,1.0,1.0
1.0,0.34048498697325214,1.0,0.34048498697325214
1.0,0.556461947336879,1.0,0.556461947336879
1.0,0.6640745395589271,1.0,0.6640745395589271
1.0,0.7397332698022978,1.0,0.7397332698022978
1.0,0.8601330096800998,1.0,0.8601330096800998
1.0,0.8367795324206448,1.0,0.8367795324206448
1.0,1.0,1.0,1.0
1.0,0.4322390153973664,1.0,0.4322390153973664
1.0,0.5113012435775832,1.0,0.5113012435775832
1.0,1.0,1.0,1.0
1.0,0.7455962730072461,1.0,0.7455962730072461
0.0,0.30905190271490046,0.0,0.30905190271490046
1.0,0.9907406601938848,1.0,0.9907406601938848
1.0,1.0,1.0,1.0
1.0,0.46972283668707593,1.0,0.46972283668707593
1.0,0.4675228197484287,1.0,0.4675228197484287
1.0,0.48015963157813624,1.0,0.48015963157813624
1.0,0.547751044214331,1.0,0.547751044214331
1.0,0.7370398866500896,1.0,0.7370398866500896
1.0,0.3375389309870187,1.0,0.3375389309870187
1.0,1.0,1.0,1.0
1.0,0.40825122484766646,1.0,0.40825122484766646
1.0,0.5309160139130116,1.0,0.5309160139130116
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.37463722563289714,1.0,0.37463722563289714
1.0,0.9314872833360136,1.0,0.9314872833360136
1.0,0.598396769994666,1.0,0.598396769994666
1.0,0.7859947851635777,1.0,0.7859947851635777
1.0,0.642480653887626,1.0,0.642480653887626
1.0,0.8390757881204283,1.0,0.8390757881204283
1.0,1.0,1.0,1.0
1.0,0.3712198687939341,1.0,0.3712198687939341
0.0,0.440594234314167,0.0,0.440594234314167
1.0,0.5501947009047199,1.0,0.5501947009047199
1.0,0.4852518596532786,1.0,0.4852518596532786
1.0,0.735608050774037,1.0,0.735608050774037
1.0,0.7336041657448803,1.0,0.7336041657448803
1.0,0.3724210281352479,1.0,0.3724210281352479
1.0,0.5773155662994203,1.0,0.5773155662994203
1.0,1.0,1.0,1.0
1.0,0.7864019744471594,1.0,0.7864019744471594
1.0,0.5262393521224429,1.0,0.5262393521224429
1.0,0.7181611828583476,1.0,0.7181611828583476
1.0,1.0,1.0,1.0
1.0,0.5411292836681438,1.0,0.5411292836681438
1.0,0.4438819921237353,1.0,0.4438819921237353
1.0,1.0,1.0,1.0
1.0,0.7845497278929469,1.0,0.7845497278929469
1.0,0.4216117003512816,1.0,0.4216117003512816
1.0,1.0,1.0,1.0
1.0,0.4537191982557568,1.0,0.4537191982557568
1.0,0.48447797004182486,1.0,0.48447797004182486
1.0,0.5979092804815398,1.0,0.5979092804815398
1.0,0.3413342632209357,1.0,0.3413342632209357
1.0,0.4335358658054361,1.0,0.4335358658054361
1.0,0.43926174086728953,1.0,0.43926174086728953
1.0,1.0,1.0,1.0
1.0,0.3441539883616082,1.0,0.3441539883616082
1.0,0.9051426716179867,1.0,0.9051426716179867
1.0,0.5794812890710022,1.0,0.5794812890710022
1.0,1.0,1.0,1.0
1.0,0.7864248155516791,1.0,0.7864248155516791
1.0,1.0,1.0,1.0
1.0,0.5948108518900386,1.0,0.5948108518900386
1.0,0.4123977555731491,1.0,0.4123977555731491
1.0,0.3398486148013269,1.0,0.3398486148013269
1.0,0.4136294739778532,1.0,0.4136294739778532
1.0,0.7364213442563425,1.0,0.7364213442563425
0.0,0.8987635395294378,0.0,0.8987635395294378
1.0,0.8629900852434622,1.0,0.8629900852434622
1.0,0.371439461512473,1.0,0.371439461512473
1.0,0.9611670629950537,1.0,0.9611670629950537
1.0,0.3083397171447858,1.0,0.3083397171447858
1.0,0.46786407959542375,1.0,0.46786407959542375
1.0,0.8593031501536963,1.0,0.8593031501536963
1.0,0.43958302463787957,1.0,0.43958302463787957
1.0,0.43449457540198533,1.0,0.43449457540198533
1.0,0.8466473380221486,1.0,0.8466473380221486
1.0,0.8264243044343857,1.0,0.8264243044343857
1.0,0.5483310267414288,1.0,0.5483310267414288
1.0,0.6664105129194147,1.0,0.6664105129194147
0.0,0.34074879683948595,0.0,0.34074879683948595
1.0,0.43982837402965713,1.0,0.43982837402965713
1.0,1.0,1.0,1.0
1.0,0.5901355136518767,1.0,0.5901355136518767
1.0,0.5040317776860297,1.0,0.5040317776860297
1.0,0.5558640520170576,1.0,0.5558640520170576
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.6910656120760699,1.0,0.6910656120760699
1.0,0.9480643632272375,1.0,0.9480643632272375
1.0,0.4412789200518027,1.0,0.4412789200518027
1.0,0.6635987557772876,1.0,0.6635987557772876
1.0,0.5139826014800679,1.0,0.5139826014800679
1.0,0.47048524906632666,1.0,0.47048524906632666
1.0,0.3056880373044269,1.0,0.3056880373044269
1.0,0.4513369745286346,1.0,0.4513369745286346
1.0,0.8527616397411661,1.0,0.8527616397411661
1.0,1.0,1.0,1.0
1.0,0.36689704890075725,1.0,0.36689704890075725
1.0,0.3073879297207276,1.0,0.3073879297207276
1.0,0.6420927673557937,1.0,0.6420927673557937
1.0,0.7962949107221999,1.0,0.7962949107221999
1.0,1.0,1.0,1.0
1.0,0.5316683373745519,1.0,0.5316683373745519
1.0,0.45117537826749243,1.0,0.45117537826749243
1.0,1.0,1.0,1.0
1.0,0.5711647646836537,1.0,0.5711647646836537
1.0,1.0,1.0,1.0
0.0,0.5531270781955073,0.0,0.5531270781955073
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.4558023862983508,1.0,0.4558023862983508
1.0,0.909641209927263,1.0,0.909641209927263
1.0,0.8110312006655807,1.0,0.8110312006655807
1.0,0.8203074367201288,1.0,0.8203074367201288
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.42435711222192773,1.0,0.42435711222192773
1.0,1.0,1.0,1.0
1.0,0.9810004467031608,1.0,0.9810004467031608
1.0,0.46759840229653354,1.0,0.46759840229653354
1.0,0.30359766205230126,1.0,0.30359766205230126
1.0,0.5038323993089737,1.0,0.5038323993089737
1.0,0.6511411991238527,1.0,0.6511411991238527
1.0,1.0,1.0,1.0
1.0,0.35228902156547126,1.0,0.35228902156547126
1.0,0.5470809283673761,1.0,0.5470809283673761
1.0,1.0,1.0,1.0
1.0,0.46702430503095316,1.0,0.46702430503095316
0.0,0.3280419274548768,0.0,0.3280419274548768
1.0,0.5738601648269179,1.0,0.5738601648269179
1.0,0.8446386434765261,1.0,0.8446386434765261
1.0,0.43962268792026427,1.0,0.43962268792026427
1.0,0.4224153061802185,1.0,0.4224153061802185
1.0,0.8444913572744561,1.0,0.8444913572744561
1.0,0.8477920238023133,1.0,0.8477920238023133
1.0,0.29967508929081504,1.0,0.29967508929081504
1.0,0.3535981460977219,1.0,0.3535981460977219
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.0,0.6421789162856439,0.0,0.6421789162856439
1.0,0.7007529376756318,1.0,0.7007529376756318
1.0,0.722869129829671,1.0,0.722869129829671
1.0,0.5011058083608139,1.0,0.5011058083608139
1.0,1.0,1.0,1.0
1.0,0.8801415261611263,1.0,0.8801415261611263
1.0,0.8899039818282395,1.0,0.8899039818282395
1.0,0.467013350341982,1.0,0.467013350341982
1.0,0.2867002245933958,1.0,0.2867002245933958
1.0,0.3729396516822616,1.0,0.3729396516822616
1.0,0.4391936490362504,1.0,0.4391936490362504
1.0,1.0,1.0,1.0
1.0,0.7348235064210282,1.0,0.7348235064210282
1.0,1.0,1.0,1.0
0.0,0.30358925125790126,0.0,0.30358925125790126
1.0,0.4662594052702971,1.0,0.4662594052702971
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.37240261161153443,1.0,0.37240261161153443
0.0,0.2710305639227696,0.0,0.2710305639227696
1.0,0.32545833879803543,1.0,0.32545833879803543
1.0,0.369148227384116,1.0,0.369148227384116
1.0,0.6571555458590601,1.0,0.6571555458590601
1.0,0.3735630258185637,1.0,0.3735630258185637
1.0,0.7118095278814514,1.0,0.7118095278814514
1.0,0.6767857409292397,1.0,0.6767857409292397
1.0,0.3710872735266022,1.0,0.3710872735266022
0.0,0.5006535267220187,0.0,0.5006535267220187
1.0,0.34656556779357195,1.0,0.34656556779357195
1.0,0.656464783899311,1.0,0.656464783899311
1.0,0.5535960069498691,1.0,0.5535960069498691
1.0,0.37126084450629354,1.0,0.37126084450629354
1.0,0.6180539284576245,1.0,0.6180539284576245
1.0,0.6720922672989094,1.0,0.6720922672989094
1.0,1.0,1.0,1.0
1.0,0.6629340131716095,1.0,0.6629340131716095
1.0,0.5988795146424581,1.0,0.5988795146424581
1.0,0.7359789554833003,1.0,0.7359789554833003
1.0,0.7446950920962763,1.0,0.7446950920962763
1.0,0.623417322613935,1.0,0.623417322613935
1.0,1.0,1.0,1.0
1.0,0.43450918284911866,1.0,0.43450918284911866
1.0,0.8034517794456946,1.0,0.8034517794456946
1.0,0.4240956260705945,1.0,0.4240956260705945
1.0,0.7982211326162427,1.0,0.7982211326162427
1.0,0.3728967629921184,1.0,0.3728967629921184
1.0,0.5024837373103535,1.0,0.5024837373103535
1.0,0.8734973948223554,1.0,0.8734973948223554
1.0,0.4806377028856327,1.0,0.4806377028856327
1.0,0.9692597815375865,1.0,0.9692597815375865
1.0,0.279970918052484,1.0,0.279970918052484
1.0,1.0,1.0,1.0
1.0,0.7838130840026871,1.0,0.7838130840026871
1.0,0.7628378627707482,1.0,0.7628378627707482
1.0,0.6229200405806798,1.0,0.6229200405806798
1.0,0.7532016996347295,1.0,0.7532016996347295
1.0,0.3729394156905755,1.0,0.3729394156905755
1.0,0.3624120912181462,1.0,0.3624120912181462
1.0,0.3759736921669933,1.0,0.3759736921669933
1.0,1.0,1.0,1.0
1.0,0.7580382967989312,1.0,0.7580382967989312
1.0,0.5420670038160669,1.0,0.5420670038160669
1.0,1.0,1.0,1.0
1.0,0.6765224530422751,1.0,0.6765224530422751
1.0,0.8150112965788527,1.0,0.8150112965788527
1.0,0.465654982142947,1.0,0.465654982142947
1.0,0.6791785458359376,1.0,0.6791785458359376
1.0,0.42132101507614717,1.0,0.42132101507614717
1.0,1.0,1.0,1.0
1.0,0.4354166294190842,1.0,0.4354166294190842
1.0,0.7532942003686556,1.0,0.7532942003686556
1.0,0.6901454297987297,1.0,0.6901454297987297
1.0,0.556553712559348,1.0,0.556553712559348
1.0,0.9856812761695062,1.0,0.9856812761695062
1.0,0.7058002634761006,1.0,0.7058002634761006
1.0,0.29479711056973656,1.0,0.29479711056973656
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.643445407150459,1.0,0.643445407150459
1.0,0.6791589540555203,1.0,0.6791589540555203
1.0,0.42558913392528536,1.0,0.42558913392528536
1.0,1.0,1.0,1.0
1.0,0.25010660433440535,1.0,0.25010660433440535
1.0,0.3624999715179804,1.0,0.3624999715179804
1.0,0.43518976753380656,1.0,0.43518976753380656
1.0,1.0,1.0,1.0
1.0,0.6485770709428684,1.0,0.6485770709428684
1.0,1.0,1.0,1.0
1.0,0.5563434893807768,1.0,0.5563434893807768
1.0,0.4864529592282798,1.0,0.4864529592282798
1.0,0.6364597878473011,1.0,0.6364597878473011
1.0,0.2277347188554321,1.0,0.2277347188554321
1.0,0.9047198444117502,1.0,0.9047198444117502
1.0,0.4704345479599082,1.0,0.4704345479599082
1.0,1.0,1.0,1.0
1.0,0.7736259356367947,1.0,0.7736259356367947
0.0,0.7336981475602544,0.0,0.7336981475602544
1.0,0.3182647416157599,1.0,0.3182647416157599
1.0,0.9453752936030022,1.0,0.9453752936030022
0.0,0.7537042017632761,0.0,0.7537042017632761
1.0,0.6474840628152906,1.0,0.6474840628152906
1.0,0.5634298591557139,1.0,0.5634298591557139
1.0,0.5277952822733116,1.0,0.5277952822733116
1.0,1.0,1.0,1.0
1.0,0.9202331440306337,1.0,0.9202331440306337
1.0,0.3373337914107225,1.0,0.3373337914107225
0.0,0.3054690829995642,0.0,0.3054690829995642
1.0,0.6315805542439734,1.0,0.6315805542439734
1.0,0.7368565722672007,1.0,0.7368565722672007
1.0,0.7218277589290636,1.0,0.7218277589290636
1.0,0.8357792293638697,1.0,0.8357792293638697
1.0,0.5416192230703412,1.0,0.5416192230703412
1.0,1.0,1.0,1.0
1.0,0.6793574795444457,1.0,0.6793574795444457
0.0,0.43875241495807976,0.0,0.43875241495807976
1.0,1.0,1.0,1.0
1.0,0.42059376336059795,1.0,0.42059376336059795
1.0,0.5739308391319413,1.0,0.5739308391319413
1.0,0.34129329244684925,1.0,0.34129329244684925
1.0,0.5972093490171484,1.0,0.5972093490171484
1.0,0.35007755820652686,1.0,0.35007755820652686
1.0,0.91386960867665,1.0,0.91386960867665
1.0,0.5924275170131235,1.0,0.5924275170131235
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.6597575987455937,1.0,0.6597575987455937
0.0,0.3514672631760779,0.0,0.3514672631760779
1.0,0.4468137821394138,1.0,0.4468137821394138
1.0,1.0,1.0,1.0
1.0,0.7124501699033141,1.0,0.7124501699033141
1.0,0.8345283964165597,1.0,0.8345283964165597
1.0,0.6650833574130688,1.0,0.6650833574130688
0.0,0.7355118304667618,0.0,0.7355118304667618
1.0,0.559642199877068,1.0,0.559642199877068
1.0,0.38584762025975194,1.0,0.38584762025975194
1.0,0.4392087505592809,1.0,0.4392087505592809
1.0,0.3725662108615405,1.0,0.3725662108615405
1.0,1.0,1.0,1.0
1.0,0.45301882358944084,1.0,0.45301882358944084
1.0,0.3061976835802782,1.0,0.3061976835802782
1.0,1.0,1.0,1.0
0.0,0.43450377229445714,0.0,0.43450377229445714
1.0,0.2861872168913667,1.0,0.2861872168913667
1.0,1.0,1.0,1.0
1.0,0.70130129343527,1.0,0.70130129343527
0.0,0.48202039969992755,0.0,0.48202039969992755
1.0,1.0,1.0,1.0
1.0,0.705298313947619,1.0,0.705298313947619
1.0,1.0,1.0,1.0
1.0,0.3531091472419384,1.0,0.3531091472419384
1.0,0.9491026310791,1.0,0.9491026310791
1.0,1.0,1.0,1.0
1.0,0.6418209507734323,1.0,0.6418209507734323
1.0,0.5248904487799302,1.0,0.5248904487799302
1.0,0.5391635321481281,1.0,0.5391635321481281
1.0,1.0,1.0,1.0
1.0,0.6199427375245903,1.0,0.6199427375245903
1.0,0.4266153262690294,1.0,0.4266153262690294
1.0,0.3094713010964545,1.0,0.3094713010964545
1.0,0.731008647984162,1.0,0.731008647984162
1.0,1.0,1.0,1.0
1.0,0.8437849789649476,1.0,0.8437849789649476
1.0,0.3306073390914611,1.0,0.3306073390914611
1.0,0.678339726207061,1.0,0.678339726207061
1.0,0.717441180791195,1.0,0.717441180791195
1.0,0.45370104088360547,1.0,0.45370104088360547
1.0,0.5628751813063455,1.0,0.5628751813063455
0.0,0.36987998324834226,0.0,0.36987998324834226
1.0,0.6856542695990275,1.0,0.6856542695990275
1.0,0.5263581276459477,1.0,0.5263581276459477
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.7104186958766894,1.0,0.7104186958766894
1.0,0.9209018977048027,1.0,0.9209018977048027
1.0,0.8779383745812152,1.0,0.8779383745812152
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.5395728198175318,1.0,0.5395728198175318
1.0,0.6673193311627452,1.0,0.6673193311627452
1.0,0.5521140627300596,1.0,0.5521140627300596
1.0,0.43357429255667895,1.0,0.43357429255667895
1.0,0.794342785114752,1.0,0.794342785114752
1.0,1.0,1.0,1.0
1.0,0.6676111894132206,1.0,0.6676111894132206
1.0,0.6616014141218054,1.0,0.6616014141218054
1.0,1.0,1.0,1.0
1.0,0.9469823128441701,1.0,0.9469823128441701
1.0,0.48184612351797673,1.0,0.48184612351797673
1.0,0.46818131571594046,1.0,0.46818131571594046
1.0,1.0,1.0,1.0
1.0,0.6281026751038534,1.0,0.6281026751038534
1.0,0.5723269904364141,1.0,0.5723269904364141
0.0,0.9378260473680382,0.0,0.9378260473680382
1.0,0.3753947852754387,1.0,0.3753947852754387
1.0,0.527094558433288,1.0,0.527094558433288
1.0,0.3578144537852025,1.0,0.3578144537852025
1.0,0.8668313746983278,1.0,0.8668313746983278
1.0,0.6204199349134963,1.0,0.6204199349134963
1.0,0.7706872494173833,1.0,0.7706872494173833
1.0,0.5131395551402715,1.0,0.5131395551402715
1.0,0.56664417210687,1.0,0.56664417210687
1.0,0.5626121273593669,1.0,0.5626121273593669
1.0,0.5142470922574733,1.0,0.5142470922574733
1.0,1.0,1.0,1.0
1.0,0.8134132112305972,1.0,0.8134132112305972
1.0,1.0,1.0,1.0
1.0,0.5623217766704971,1.0,0.5623217766704971
1.0,0.3392542519089392,1.0,0.3392542519089392
1.0,0.45911917764569704,1.0,0.45911917764569704
1.0,0.309503110842968,1.0,0.309503110842968
1.0,0.5010305060336306,1.0,0.5010305060336306
0.0,0.6089828233389216,0.0,0.6089828233389216
1.0,0.5771908309104792,1.0,0.5771908309104792
1.0,0.3289525188048008,1.0,0.3289525188048008
1.0,0.4285067242938847,1.0,0.4285067242938847
1.0,1.0,1.0,1.0
1.0,0.46530093650402693,1.0,0.46530093650402693
1.0,1.0,1.0,1.0
1.0,0.37676974083195314,1.0,0.37676974083195314
1.0,0.5721666775279546,1.0,0.5721666775279546
1.0,0.8678740164220964,1.0,0.8678740164220964
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.4336155920962074,1.0,0.4336155920962074
1.0,0.6812087469788455,1.0,0.6812087469788455
1.0,0.3633478030639086,1.0,0.3633478030639086
1.0,1.0,1.0,1.0
1.0,0.31775945873852385,1.0,0.31775945873852385
1.0,1.0,1.0,1.0
1.0,0.4833395811870942,1.0,0.4833395811870942
1.0,1.0,1.0,1.0
1.0,0.6648307067377919,1.0,0.6648307067377919
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.5436688494467798,1.0,0.5436688494467798
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.3402893723981868,1.0,0.3402893723981868
1.0,1.0,1.0,1.0
1.0,0.6145611871774945,1.0,0.6145611871774945
1.0,1.0,1.0,1.0
1.0,0.6804251544250326,1.0,0.6804251544250326
1.0,0.47063420873140144,1.0,0.47063420873140144
1.0,0.801913825007265,1.0,0.801913825007265
0.0,0.4718428220699791,0.0,0.4718428220699791
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.7979453853139293,1.0,0.7979453853139293
1.0,0.43959960548429117,1.0,0.43959960548429117
1.0,1.0,1.0,1.0
1.0,0.5003251672051334,1.0,0.5003251672051334
1.0,0.34016262408715714,1.0,0.34016262408715714
1.0,1.0,1.0,1.0
1.0,0.30827951708845724,1.0,0.30827951708845724
0.0,0.9767595028431191,0.0,0.9767595028431191
1.0,0.6047706572987523,1.0,0.6047706572987523
1.0,0.9192166684760179,1.0,0.9192166684760179
1.0,1.0,1.0,1.0
1.0,0.8275872079881909,1.0,0.8275872079881909
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.44504817255901163,1.0,0.44504817255901163
1.0,0.4708775248345489,1.0,0.4708775248345489
1.0,0.37748106856518077,1.0,0.37748106856518077
1.0,1.0,1.0,1.0
1.0,0.3691549419601306,1.0,0.3691549419601306
1.0,0.307916724834019,1.0,0.307916724834019
1.0,0.4080499729675766,1.0,0.4080499729675766
1.0,1.0,1.0,1.0
1.0,0.30960387617503604,1.0,0.30960387617503604
1.0,0.5334570752069931,1.0,0.5334570752069931
1.0,1.0,1.0,1.0
0.0,0.602320488043615,0.0,0.602320488043615
1.0,0.6749021777847282,1.0,0.6749021777847282
1.0,1.0,1.0,1.0
1.0,0.8899756248397022,1.0,0.8899756248397022
1.0,1.0,1.0,1.0
1.0,0.7105939861569959,1.0,0.7105939861569959
1.0,0.6085247733571792,1.0,0.6085247733571792
1.0,1.0,1.0,1.0
1.0,0.44104773904721434,1.0,0.44104773904721434
1.0,0.5145093026660219,1.0,0.5145093026660219
1.0,0.718598845839522,1.0,0.718598845839522
1.0,0.7568308402910593,1.0,0.7568308402910593
1.0,1.0,1.0,1.0
1.0,0.6322709266392663,1.0,0.6322709266392663
1.0,0.6340123403295088,1.0,0.6340123403295088
1.0,1.0,1.0,1.0
1.0,0.36993885912519087,1.0,0.36993885912519087
1.0,0.9154522910154554,1.0,0.9154522910154554
1.0,1.0,1.0,1.0
0.0,0.4069987161067289,0.0,0.4069987161067289
1.0,0.4093135916909174,1.0,0.4093135916909174
1.0,0.9164665232104496,1.0,0.9164665232104496
1.0,0.3515570818186897,1.0,0.3515570818186897
1.0,0.4646637474850165,1.0,0.4646637474850165
1.0,0.7966424275541597,1.0,0.7966424275541597
1.0,0.8052750338501342,1.0,0.8052750338501342
1.0,0.42892083859602503,1.0,0.42892083859602503
1.0,0.9819453834722088,1.0,0.9819453834722088
1.0,1.0,1.0,1.0
1.0,0.3773439258414778,1.0,0.3773439258414778
0.0,0.30964398010383565,0.0,0.30964398010383565
1.0,0.5950779674950117,1.0,0.5950779674950117
1.0,1.0,1.0,1.0
1.0,0.5406969455983498,1.0,0.5406969455983498
1.0,0.4780253134158159,1.0,0.4780253134158159
1.0,0.7834572078526783,1.0,0.7834572078526783
1.0,0.6385944778859033,1.0,0.6385944778859033
1.0,0.6569514468395341,1.0,0.6569514468395341
1.0,0.7081833490062776,1.0,0.7081833490062776
1.0,1.0,1.0,1.0
1.0,0.4341254997720146,1.0,0.4341254997720146
1.0,0.3712210063432621,1.0,0.3712210063432621
1.0,0.6923339896094125,1.0,0.6923339896094125
1.0,0.9826958952039263,1.0,0.9826958952039263
1.0,0.8247191282316604,1.0,0.8247191282316604
1.0,1.0,1.0,1.0
1.0,0.692881264218346,1.0,0.692881264218346
1.0,1.0,1.0,1.0
0.0,0.19711162046965294,0.0,0.19711162046965294
1.0,0.718244125150608,1.0,0.718244125150608
1.0,0.4780178514400175,1.0,0.4780178514400175
1.0,0.5348080649739961,1.0,0.5348080649739961
1.0,0.37098225533534535,1.0,0.37098225533534535
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.42400695139423084,1.0,0.42400695139423084
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.6010865376825999,1.0,0.6010865376825999
1.0,0.9155452338087462,1.0,0.9155452338087462
1.0,1.0,1.0,1.0
1.0,0.430361147929964,1.0,0.430361147929964
1.0,0.47240747534175725,1.0,0.47240747534175725
1.0,0.5341810807942282,1.0,0.5341810807942282
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.3227614859829273,1.0,0.3227614859829273
1.0,0.5793712941545244,1.0,0.5793712941545244
1.0,0.6921751072931848,1.0,0.6921751072931848
1.0,0.9163487157431286,1.0,0.9163487157431286
1.0,0.5878792341494357,1.0,0.5878792341494357
0.0,0.5410093475429685,0.0,0.5410093475429685
1.0,0.8051447029589882,1.0,0.8051447029589882
1.0,0.682654450740231,1.0,0.682654450740231
1.0,0.5601925224341542,1.0,0.5601925224341542
1.0,0.6093896395199441,1.0,0.6093896395199441
1.0,0.4099235653020246,1.0,0.4099235653020246
1.0,0.775316794386864,1.0,0.775316794386864
1.0,0.6500391599703417,1.0,0.6500391599703417
1.0,0.3793865734668922,1.0,0.3793865734668922
1.0,1.0,1.0,1.0
1.0,0.6466469145617062,1.0,0.6466469145617062
1.0,0.9062870054341744,1.0,0.9062870054341744
1.0,0.7583011469998004,1.0,0.7583011469998004
1.0,0.5140141875536144,1.0,0.5140141875536144
1.0,1.0,1.0,1.0
1.0,0.638512241272507,1.0,0.638512241272507
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.30697585562245555,1.0,0.30697585562245555
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.6282714181075517,1.0,0.6282714181075517
1.0,0.42539188519621696,1.0,0.42539188519621696
1.0,0.2932603500047898,1.0,0.2932603500047898
1.0,1.0,1.0,1.0
1.0,0.3672653520058696,1.0,0.3672653520058696
1.0,0.25331186487902324,1.0,0.25331186487902324
1.0,0.6613293904293998,1.0,0.6613293904293998
1.0,0.5371438589393557,1.0,0.5371438589393557
1.0,0.75188166566726,1.0,0.75188166566726
1.0,0.40895942692816734,1.0,0.40895942692816734
1.0,0.7150815504635641,1.0,0.7150815504635641
0.0,0.3728443520245015,0.0,0.3728443520245015
1.0,0.9131202482732461,1.0,0.9131202482732461
1.0,0.43159838398293715,1.0,0.43159838398293715
1.0,0.7909729453635813,1.0,0.7909729453635813
1.0,0.43864200311340446,1.0,0.43864200311340446
1.0,0.38498899521812624,1.0,0.38498899521812624
1.0,0.3696657366154946,1.0,0.3696657366154946
1.0,0.434759891568719,1.0,0.434759891568719
1.0,0.5027724702669797,1.0,0.5027724702669797
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.30894522730974283,1.0,0.30894522730974283
0.0,0.3285118463130955,0.0,0.3285118463130955
1.0,0.3696814257269597,1.0,0.3696814257269597
1.0,0.6666482357031738,1.0,0.6666482357031738
1.0,0.7612055799711445,1.0,0.7612055799711445
1.0,0.25051810182747253,1.0,0.25051810182747253
1.0,0.8233381440748477,1.0,0.8233381440748477
1.0,1.0,1.0,1.0
1.0,0.34925551176118796,1.0,0.34925551176118796
1.0,0.32639041476839775,1.0,0.32639041476839775
1.0,0.7192066939385742,1.0,0.7192066939385742
1.0,0.44119024411168295,1.0,0.44119024411168295
1.0,1.0,1.0,1.0
